title,salary,location,employer,employer_rating,summary,search_city,search_role
Data Development Analyst,,"Seattle, WA 98134 (Industrial District area)",Costco Wholesale,4.1,"Determines database functionality and the best solution for obtaining requested data.
Builds solutions/workflows to identify errors or exceptions in third party…",Seattle,data analyst
,,"Redmond, WA 98052 (Downtown area)",Lunge Marketing,,You will be working closely with ownership and account management teams to deliver high quality insights for our customers.,Seattle,data analyst
Data Analyst - Tiktok Ads,,"Seattle, WA",TikTok,3.5,"Expert experience pulling large and complex data using SQL and writing data pipelines.
Experience with a data visualization tool (e.g. Tableau);",Seattle,data analyst
,,"Seattle, WA 98101 (Downtown area)",Milliman,3.6,"We are looking for data analysts to work with health care consultants and consulting actuaries in the development and use of data models for various purposes,…",Seattle,data analyst
,,"Seattle, WA+1 location",Seattle Childrens Hospital,3.9,"Minimum three (3) years experience in progressively more responsible work as a data analyst, developer or equivalent, preferably in a healthcare setting.",Seattle,data analyst
Data Extraction Analyst,,"Seattle, WA 98195 (University District area)+2 locations•Remote",University of Washington,4.1,"The Surge Team is a group of data professionals that support the GBD and other research teams through temporary assignments, providing help with data extraction…",Seattle,data analyst
Data Analyst,,"Seattle, WA 98144 (Atlantic area)",Treehouse,3.7,"Ability to communicate data science & data visualizations to stakeholders and non-technical colleagues.
The Data Analyst handles complicated data requests and…",Seattle,data analyst
Data Analyst 1,,"Seattle, WA+6 locations",Nordstrom Inc,3.9,"Partner with key stakeholders on data analysis problems.
Mine complex digital behavioral data and transform it into actionable information.
A day in the life….",Seattle,data analyst
Data Analyst Ii,,"Redmond, WA 98052 (Overlake area)+1 location",Microsoft,4.2,"2+ years of experience in analyzing large volumes of data, extracting insights processing large data sets using SQL or SQL-like scripting language.",Seattle,data analyst
"Graduate Data Science, Analyst I - August 2022 - Seattle",,"Seattle, WA 98119 (Queen Anne area)",Expedia.com,3.9,"You'll become a data specialist and the point of contact for data questions and insights.
You'll make use of data visualization principles.",Seattle,data analyst
Data Analyst,,"Seattle, WA",Promethean,3.8,"Monitoring data quality and removing corrupt data.
A solid understanding of data sources, data organization and storage.
Strong IT and mathematical skills.",Seattle,data analyst
Hr Data Analyst,,"Redmond, WA 98052 (Overlake area)+2 locations",Microsoft,4.2,"Are highly complex, leveraging data sets (mature or immature) across multiple stakeholder groups.
Perform end-to-end analytic project ownership: (i.e., drafting…",Seattle,data analyst
,,"Seattle, WA 98101 (Downtown area)+1 location",BlackRock,3.8,"Partner with business analysts and developers in innovation to improve the Aladdin product, build process efficiency and scale, improve data quality, reduce…",Seattle,data analyst
Data Analyst,,"Seattle, WA•Remote",Apptentive,,"They must have strong experience using a variety of data analysis methods for both quantitative and qualitative data, using a variety of data tools, building…",Seattle,data analyst
Data Operations Analyst - Parametric,,"Seattle, WA",Morgan Stanley,3.8,"This person is responsible for daily processes around ensuring accurate market data (specifically pricing, security data, benchmark data), investigates data…",Seattle,data analyst
Data Scientist -Remote,,"Seattle, WA•Remote",Starbucks,4.0,"In this role, you’ll leverage statistical analysis, time series methods, machine learning, product development, data visualization, and storytelling.",Seattle,data scientist
Data Scientist,,"Bellevue, WA+12 locations",Microsoft,4.2,"1+ years of experience in statistical modelling, machine learning and data mining.
This role provides opportunities to work on large scale data mining, building…",Seattle,data scientist
Data Scientist,,"Seattle, WA+56 locations",Amazon.com Services LLC,3.5,"Knowledge of various machine learning techniques and key parameters that affect their performance.
5+ years of experience in data science.",Seattle,data scientist
,,"Seattle, WA 98109 (South Lake Union area)",Novo Nordisk,4.1,"Support other data scientists to design, code, train, test, deploy, and iterate on machine learning systems.
Support daily tasks with data scientists, software…",Seattle,data scientist
Data Scientist - Tiktok Ads,,"Seattle, WA+1 location",TikTok,3.5,"5-7 years of relevant work experience, including expertise with statistical data analysis such as linear models, multivariate analysis, stochastic models,…",Seattle,data scientist
Senior Data Scientist,,"Seattle, WA+1 location",REI,4.1,Thrive in an environment of flux and uncertainty by applying equal parts scientific objectivity and intellectual ingenuity to solving problems and proving out…,Seattle,data scientist
,,"Bellevue, WA+19 locations•Remote",Facebook App,4.1,There is a good balance between diving deep on technical side as well as influencing engineering leaders on this role - data scientists are the key partner to…,Seattle,data scientist
Applied Scientist,,"Seattle, WA+51 locations",Amazon.com Services LLC,3.5,"MS or PhD in Statistics, Economics, Computer Science, Machine Learning, Applied Math or related field.
Strong working knowledge of programming languages such as…",Seattle,data scientist
Data Scientist Ii,,"Seattle, WA 98102 (South Lake Union area)",Fred Hutchinson Cancer Research Center,4.1,"The Data Scientist will collaborate with laboratory-based scientists, clinical investigators, biostatisticians, data scientists, programmers and computational…",Seattle,data scientist
,,"Seattle, WA",Seattle Childrens Hospital,3.9,"The incumbent facilitates gathering business requirements, and provides knowledge in business/clinical processes, analytical expertise, by working with key…",Seattle,data scientist
"Data Scientist, Mid",,"Seattle, WA 98101 (Denny Triangle area)•Remote",Booz Allen Hamilton,3.9,"You’ll develop algorithms, prepare data, develop predictive analytics and use the right combination of tools and frameworks to turn that set of disparate data…",Seattle,data scientist
Data Scientist,,"Seattle, WA 98155",ASSURANCE,3.1,"Our team uses a variety of data mining and analysis methods, a variety of data tools, builds and implements models, develops algorithms, and creates simulations…",Seattle,data scientist
Data Scientist 4 | Us Remote,,"Seattle, WA•Remote",Oracle,3.8,"Identifies meaningful insights from large data and metadata sources; interprets and communicates insights and findings from analysis and experiments to product,…",Seattle,data scientist
"Data Scientist 1, People Analytics - Remote",,"Seattle, WA+10 locations•Remote",Nordstrom Inc,3.9,"Nordstrom People Analytics team focuses on using organizational research, data science, and data analysis techniques to uncover employee and organizational…",Seattle,data scientist
Data Scientist 2,,"Seattle, WA 98119 (Queen Anne area)+4 locations",Expedia.com,3.9,"3 years of data science and/or analytics professional experience translating complex data findings into clear insights through languages such as SQL, R and…",Seattle,data scientist
2022 Business Analyst Fte,,"Seattle, WA+110 locations",Amazon.com Services LLC,3.5,"Ability to summarize and communicate important data.
A key component of the role is to identify process and system improvement opportunities by monitoring…",Seattle,data analyst
Global Space Data Analyst,,"Seattle, WA",JLL,3.7,5 years’ work experience managing data preferably in occupancy or space planning for corporate clients; including end to end data management life cycle from…,Seattle,data analyst
