title,salary,location,employer,employer_rating,summary,search_city,search_role
"Manager, Data Science",,"Atlanta, GA 30309 (Midtown area)",360i,3.5,"Strong communication and presentation skills, including the ability to take complex subject matter and concisely communicate it to a wide range of audiences –…",Atlanta,data scientist
Subject Mater Expert - Statistician,,"Atlanta, GA",Laulima Government Services,3.5,"Evaluating, extending, developing new statistical methods and improving methods for statistical and time series analyses of WGS and other high-throughput and…",Atlanta,data scientist
Deep Learning (Dl) /Computer Vision (Cv),,"Atlanta, GA 30309 (Midtown area)",Aptonet Inc,3.0,"Familiar with cutting-edge deep learning model architecture, like YOLO, SSD, ResNet, FastRCNN, etc.
Image Classification: 3 years (Preferred).",Atlanta,data scientist
"Product Manager, Analytics",,"Atlanta, GA 30308 (Old Fourth Ward area)+1 location",Riskonnect Inc,3.3,The goal is to deliver a best in class effective and intelligent analytics solution which provides a simple and engaging experience for customers providing…,Atlanta,data scientist
,,"Atlanta, GA 30329",Alaka`ina Foundation Family of Companies,,"Evaluating, extending, developing new statistical methods and improving methods for statistical and time series analyses of WGS and other high-throughput and…",Atlanta,data scientist
Statistician / Health Scientist,,"Atlanta, GA 30329•Temporarily Remote",BeVera Solutions,,"Strong background performing data analysis including statistical methods on public health data.
Prepares reports on studies and projects or applies knowledge of…",Atlanta,data scientist
"Manager, Artificial Intelligence And Messaging Products",,"Atlanta, GA 30346",IHG,4.1,"AI product management focuses on using artificial intelligence, deep learning, or machine learning to enhance, improve, create, and shape customer experiences.",Atlanta,data scientist
Principal Software Engineer - Applied Science,,"Atlanta, GA 30308 (Old Fourth Ward area)",Cardlytics,3.9,"6+ years of experience as a data scientist utilizing advanced statistical modeling, testing, data mining, and data science techniques.",Atlanta,data scientist
Senior Data Scientist,,"Atlanta, GA 30346",ORTEC INTERNATIONAL USA INC,,"Experience with data visualization tools such as Spotfire and/or PowerBI.
As a Program Manager Analytics Academy (half-time), you will be responsible for…",Atlanta,data scientist
Ai / Nlu Engineer,,"Atlanta, GA 30322+1 location•Remote",Recruiting From Scratch,,"Comprehensive health care for you and your family.
For nearly 25 years, enterprise customers nationwide – Fortune 500, healthcare, and higher education – have…",Atlanta,data scientist
